"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","102","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","740","1","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","159","24","6","191.970322","0","1023"
"/Interchange/gltf/M_Sheen.M_Sheen","0","159","16","6","208.031052","0","1510"
"/Interchange/gltf/M_Transmission.M_Transmission","0","58","2","2","399.444336","0","465"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","15","1","1","7.666854","0","69"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","30","5","1","19.008125","0","181"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","45","1","1","27.293173","0","544"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","30","3","1","19.280792","0","143"
"/Game/StarterContent/LevelPrototyping/Materials/M_Solid.M_Solid","0","30","1","1","17.203730","0","180"
"/Game/StarterContent/FPWeapon/Materials/BaseMaterial.BaseMaterial","0","42","6","1","7.378581","0","299"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","7","1","1","3.379419","0","25"
"/Game/Niagara/EndLevel_Fog/M_FogJCS.M_FogJCS","0","54","1","1","35.802460","0","1008"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","7","1","1","4.342536","0","34"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","159","15","6","179.727585","0","1303"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","39","7","1","26.490461","0","261"
"/Interchange/gltf/M_Unlit.M_Unlit","0","79","19","6","38.319237","0","363"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","29","1","1","18.063517","0","177"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","0","13","1","1","6.054533","0","87"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","98","5","1","81.142113","0","1137"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","66","9","1","52.917011","0","508"
"/Game/Materials/M_Gramaphone_Record_Spinning.M_Gramaphone_Record_Spinning","0","18","6","1","8.770932","0","85"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","42","5","1","21.376465","0","581"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","14","6","2","6.507128","0","43"
"/Game/Niagara/EndLevel_Fog/M_SmokeJCS.M_SmokeJCS","0","44","1","1","28.044249","0","560"
"/HDRIBackdrop/Materials/HDRI_Projection_Sky.HDRI_Projection_Sky","0","14","3","2","6.985806","0","63"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","30","4","1","16.427528","0","176"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","7","1","1","3.761311","0","32"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","56","10","2","31.166258","0","332"
"/Game/StarterContent/FPWeapon/Materials/M_FPGun.M_FPGun","0","58","9","1","24.842348","0","971"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","71","1","1","216.013489","0","580"
"/HDRIBackdrop/Materials/HDRI_Projection_Floor.HDRI_Projection_Floor","0","60","10","2","16.782856","0","482"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","16","7","1","8.330880","0","59"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","42","2","1","22.101749","0","305"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","42","2","1","0.000000","0","305"
"/Game/Materials/M_Water.M_Water","0","49","1","1","74.120155","0","357"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","11","2","1","6.115510","0","36"
"/ControlRig/M_Manip.M_Manip","0","11","12","1","5.112484","0","21"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","36","7","1","18.100901","0","263"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","30","1","1","15.770272","0","135"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","2.189578","0","22"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","30","1","1","16.767811","0","231"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","30","1","1","15.965001","0","219"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","30","1","1","16.233387","0","256"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","15","4","1","7.118288","0","88"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","15","4","1","0.000000","0","88"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","30","6","1","16.506599","0","135"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","2.207093","0","26"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","30","6","1","16.356897","0","247"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","2","1","2.225201","0","16"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","7","2","1","3.261786","0","28"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","8","5","1","3.495782","0","23"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","18","1","1","7.142985","0","161"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","30","1","1","15.970007","0","233"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","40","3","1","14.533177","0","427"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","30","1","1","16.239098","0","243"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","49","3","1","26.564316","0","573"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","30","2","1","17.017220","0","251"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","30","2","1","17.061544","0","190"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","30","3","1","17.272652","0","367"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","30","8","1","17.422113","0","166"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","30","1","1","17.474604","0","237"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","30","1","1","17.376606","0","249"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","30","2","1","17.620102","0","182"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","30","1","1","20.273031","0","193"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","30","2","1","20.509239","0","204"
"/Game/Materials/M_FancyGlass.M_FancyGlass","0","42","1","1","69.186249","0","286"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","30","6","1","17.888607","0","207"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","159","5","1","91.568787","0","3211"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","30","1","1","18.181740","0","284"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","12","1","1","6.392041","0","41"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","30","8","1","17.670622","0","289"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","30","1","1","18.009243","0","255"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","30","3","1","17.805927","0","134"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","30","6","1","18.119545","0","317"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","76","3","1","40.838169","0","711"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","30","5","1","18.117744","0","273"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","33","1","1","18.759769","0","273"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","30","2","1","18.004257","0","214"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","12","1","1","6.324481","0","29"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","30","1","1","17.663193","0","145"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","30","6","1","17.721367","0","216"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","30","1","1","17.585384","0","243"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","30","2","1","18.078211","0","192"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","30","3","1","18.198257","0","187"
"/Game/Materials/M_Lounge_Floor.M_Lounge_Floor","0","30","5","1","17.748795","0","136"
"/Game/Materials/M_Window_Wall.M_Window_Wall","0","30","5","1","0.000000","0","136"
"/Game/Materials/M_Window.M_Window","0","49","11","1","27.036610","0","186"
"/Game/Materials/M_Chocolate_Brown.M_Chocolate_Brown","0","18","1","1","10.496278","0","66"
"/Game/Materials/M_TrashCan_Lid.M_TrashCan_Lid","0","30","8","1","6.800078","0","114"
"/Game/Materials/M_TrashCan_Base.M_TrashCan_Base","0","30","8","1","0.000000","0","114"
"/Game/Materials/M_Spoon.M_Spoon","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_Placemat.M_Placemat","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_Napkin.M_Napkin","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_HeartPickup_Outside.M_HeartPickup_Outside","0","30","8","1","0.000000","0","85"
"/Game/Materials/M_HeartPickup_Center.M_HeartPickup_Center","0","30","8","1","0.000000","0","85"
"/Game/Materials/M_Gramaphone_Support.M_Gramaphone_Support","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_Gramaphone_StandSupports.M_Gramaphone_StandSupports","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_Gramaphone_StandMetal.M_Gramaphone_StandMetal","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_Gramaphone_StandBase.M_Gramaphone_StandBase","0","18","1","1","0.000000","0","59"
"/Game/Materials/M_Gramaphone_RecordStand.M_Gramaphone_RecordStand","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_Gramaphone_Needle.M_Gramaphone_Needle","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_Gramaphone_Horn.M_Gramaphone_Horn","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_Fork.M_Fork","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_Dining_Wall_Window.M_Dining_Wall_Window","0","30","4","1","17.309071","0","123"
"/Game/Materials/M_Dining_Wall.M_Dining_Wall","0","30","4","1","0.000000","0","123"
"/Game/Materials/M_Dining_Ceiling.M_Dining_Ceiling","0","30","4","1","0.000000","0","123"
"/Game/Materials/M_Bedroom_Wall_Window.M_Bedroom_Wall_Window","0","30","4","1","0.000000","0","123"
"/Game/Materials/M_Bedroom_Wall.M_Bedroom_Wall","0","30","4","1","0.000000","0","123"
"/Game/Materials/M_Bedroom_Floor.M_Bedroom_Floor","0","30","4","1","0.000000","0","145"
"/Game/Materials/M_Bathroom_Wall_Window.M_Bathroom_Wall_Window","0","30","4","1","0.000000","0","123"
"/Game/Materials/M_Bathroom_Floor.M_Bathroom_Floor","0","30","4","1","0.000000","0","123"
"/Game/Materials/M_Switch.M_Switch","0","30","4","1","0.000000","0","123"
"/Game/Materials/M_Lever.M_Lever","0","30","4","1","0.000000","0","123"
"/Game/Materials/M_Hall_Wall_Window_Small.M_Hall_Wall_Window_Small","0","30","4","1","0.000000","0","123"
"/Game/Materials/M_Hall_Wall_Window.M_Hall_Wall_Window","0","30","4","1","0.000000","0","122"
"/Game/Materials/M_Hall_Wall.M_Hall_Wall","0","30","4","1","0.000000","0","113"
"/Game/Materials/M_Hall_Floor.M_Hall_Floor","0","30","4","1","0.000000","0","113"
"/Game/Materials/M_Glass_Green.M_Glass_Green","0","30","1","1","6.766934","0","159"
"/Game/Materials/M_FoodCart_Wheel.M_FoodCart_Wheel","0","30","1","1","0.000000","0","130"
"/Game/Materials/M_FoodCart_Handle.M_FoodCart_Handle","0","30","1","1","0.000000","0","130"
"/Game/Materials/M_FoodCart_Cart.M_FoodCart_Cart","0","30","1","1","0.000000","0","130"
"/Game/Materials/M_Fabric_Gold.M_Fabric_Gold","0","30","1","1","0.000000","0","130"
"/Game/Materials/M_Fabric_WhitePink.M_Fabric_WhitePink","0","30","1","1","0.000000","0","108"
"/Game/Materials/M_CleaningBot_Rubber.M_CleaningBot_Rubber","0","30","13","1","0.000000","0","95"
"/Game/Materials/M_CleaningBot_Metal.M_CleaningBot_Metal","0","30","13","1","0.000000","0","95"
"/Game/Materials/M_CleaningBot_Dustpan.M_CleaningBot_Dustpan","0","30","13","1","0.000000","0","95"
"/Game/Materials/M_CleaningBot_Broom.M_CleaningBot_Broom","0","30","13","1","0.000000","0","95"
"/Game/Materials/M_Burlap_Purple.M_Burlap_Purple","0","30","13","1","0.000000","0","120"
"/Game/Materials/M_Seat_Structure.M_Seat_Structure","0","30","17","1","0.000000","0","78"
"/Game/Materials/M_Seat_Feet.M_Seat_Feet","0","30","17","1","0.000000","0","78"
"/Game/Materials/M_Seat_Cushions.M_Seat_Cushions","0","30","17","1","0.000000","0","78"
"/Game/Materials/M_Seat_Bars.M_Seat_Bars","0","30","17","1","0.000000","0","78"
"/Game/Materials/M_Sconce_Rings.M_Sconce_Rings","0","30","17","1","0.000000","0","78"
"/Game/Materials/M_Sconce_Mount.M_Sconce_Mount","0","30","17","1","0.000000","0","78"
"/Game/Materials/M_Sconce_LightCaps.M_Sconce_LightCaps","0","30","30","1","0.000000","0","48"
"/Game/Materials/M_Metal_Base.M_Metal_Base","0","30","6","1","0.000000","0","78"
"/Game/Materials/M_Metal_Scratched_Base.M_Metal_Scratched_Base","0","42","42","1","0.000000","0","72"
"/Game/Materials/M_Metal_RoseGold.M_Metal_RoseGold","0","42","30","1","0.000000","0","159"
"/Game/Materials/M_GoldMetal.M_GoldMetal","0","30","18","1","0.000000","0","111"
"/Game/Materials/M_Metal_Darkened_Silver.M_Metal_Darkened_Silver","0","42","30","1","0.000000","0","159"
"/Game/Materials/M_Marble_White.M_Marble_White","0","30","18","1","0.000000","0","82"
"/Game/Materials/M_Marble_Purple.M_Marble_Purple","0","30","30","1","0.000000","0","48"
"/Game/Materials/M_Marble_Black.M_Marble_Black","0","30","30","1","0.000000","0","48"
"/Game/Materials/M_Glass_Purple.M_Glass_Purple","0","30","30","1","0.000000","0","48"
"/Game/Materials/M_Glass_Pink.M_Glass_Pink","0","30","1","1","0.000000","0","78"
"/Game/Materials/M_LoveNoteBase.M_LoveNoteBase","0","30","3","1","15.374159","0","122"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","30","1","1","15.907552","0","119"
"/Game/Materials/M_Lounge_Wall_Window.M_Lounge_Wall_Window","0","30","6","1","17.133495","0","296"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","30","1","1","18.421047","0","302"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","30","3","1","17.911325","0","139"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","42","4","1","24.773279","0","142"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","30","2","1","17.588018","0","282"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","30","1","1","17.692070","0","231"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","30","1","1","18.088911","0","247"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","30","1","1","17.950012","0","239"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","30","3","1","18.514009","0","175"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","30","6","1","18.086182","0","219"
"/Game/Materials/M_Doorframe_5_Open.M_Doorframe_5_Open","0","18","1","1","10.265882","0","119"
"/Game/Materials/M_Doorframe_5_Close.M_Doorframe_5_Close","0","30","4","1","7.345909","0","234"
"/Game/Materials/M_Doorframe_4_Open.M_Doorframe_4_Open","0","18","1","1","0.000000","0","119"
"/Game/Materials/M_Doorframe_4_Close.M_Doorframe_4_Close","0","30","4","1","0.000000","0","234"
"/Game/Materials/M_Doorframe_3_Open.M_Doorframe_3_Open","0","18","1","1","0.000000","0","119"
"/Game/Materials/M_Doorframe_2_Open.M_Doorframe_2_Open","0","18","1","1","0.000000","0","119"
"/Game/Materials/M_Doorframe_2_Close.M_Doorframe_2_Close","0","30","4","1","0.000000","0","234"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","30","1","1","17.384317","0","166"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","30","1","1","18.114201","0","148"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","30","2","1","18.388859","0","175"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","30","1","1","18.001766","0","137"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","30","5","1","18.287580","0","113"
"/Game/Materials/M_Lounge_Wall.M_Lounge_Wall","0","30","4","1","0.000000","0","234"
"/Game/Materials/M_Glass_Base.M_Glass_Base","0","64","1","1","108.055237","0","357"
"/Game/Materials/M_Engine_Window.M_Engine_Window","0","49","7","1","27.945772","0","221"
"/Game/Materials/M_Gramaphone_Record.M_Gramaphone_Record","0","18","1","1","12.517041","0","49"
"/Game/Materials/M_Dining_Floor.M_Dining_Floor","0","30","1","1","18.710701","0","265"
"/Game/Materials/M_Counter.M_Counter","0","30","1","1","18.926083","0","228"
"/Game/Materials/M_CleaningBot_Electrical.M_CleaningBot_Electrical","0","33","1","1","21.543192","0","250"
"/Game/Materials/M_Ceiling_Window.M_Ceiling_Window","0","49","2","1","28.103664","0","549"
"/Game/Materials/M_ButterKnife.M_ButterKnife","0","18","1","1","0.000000","0","49"
"/Game/Materials/M_RGB.M_RGB","0","30","1","1","18.296103","0","208"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","24","4","1","10.340301","0","192"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","30","1","1","18.703020","0","217"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","30","1","1","18.683006","0","152"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","12","12","1","6.301784","0","19"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","58","16","1","35.573727","0","251"
"/Game/Materials/M_Doorframe_3_Close.M_Doorframe_3_Close","0","30","2","1","18.459082","0","187"
"/Game/Materials/M_Door.M_Door","0","18","12","1","10.840165","0","65"
"/Game/Materials/M_Engine_Desk.M_Engine_Desk","0","30","1","1","18.682777","0","97"
"/Game/Materials/M_Bathroom_Wall.M_Bathroom_Wall","0","30","1","1","0.000000","0","97"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","40","5","1","60.505398","0","151"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","34","1","1","32.293842","0","253"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","18","3","1","19.481001","0","106"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","22","2","1","21.224335","0","241"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","10","1","1","9.099666","0","43"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","8","2","1","5.691971","0","23"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","7","1","3.263788","0","13"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","15","1","1","5.800529","0","130"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","45","1","1","22.415236","0","958"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","30","1","1","14.184213","0","398"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","49","30","1","1","17.461319","0","461"
"/Game/StarterContent/LevelPrototyping/Materials/M_Solid.M_Solid","49","30","1","1","14.108506","0","426"
"/Game/StarterContent/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","42","2","1","6.710023","0","839"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","49","7","1","1","3.180822","0","34"
"/Game/Niagara/EndLevel_Fog/M_FogJCS.M_FogJCS","49","54","2","1","31.936047","0","1143"
"/Game/Niagara/EndLevel_Fog/M_DustJCS.M_DustJCS","49","16","1","1","10.585035","0","57"
"/Game/Materials/M_Sconce_Light.M_Sconce_Light","49","38","8","1","34.207256","0","256"
"/Game/Materials/M_Glass_MG.M_Glass_MG","49","68","8","1","52.763649","0","498"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","7","1","1","3.036610","0","34"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","39","1","1","16.035635","0","805"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","49","29","1","1","14.298553","0","510"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","49","13","1","1","6.386681","0","100"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","63","1","1","43.835125","0","1867"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","63","1","1","44.387310","0","1676"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","63","1","1","0.000000","0","1676"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","36","1","1","13.704683","0","567"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","8","1","1","2.772033","0","40"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","11","1","1","3.980515","0","77"
"/ControlRig/M_Manip.M_Manip","49","11","1","1","3.498919","0","74"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","60","2","2","22.987595","0","837"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","1.880948","0","26"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","1","1","2.610287","0","30"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","75","11","6","28.256559","0","714"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","159","1","1","64.029297","0","10074"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","35","1","1","12.266439","0","442"
"/Game/Materials/M_Window_Wall.M_Window_Wall","49","30","1","1","13.147760","0","384"
"/Game/Materials/M_Window.M_Window","49","51","9","1","20.130966","0","1280"
"/Game/Materials/M_TrashCan_Lid.M_TrashCan_Lid","49","30","1","1","11.455318","0","308"
"/Game/Materials/M_TrashCan_Base.M_TrashCan_Base","49","30","1","1","0.000000","0","331"
"/Game/Materials/M_Switch.M_Switch","49","30","1","1","12.999125","0","338"
"/Game/Materials/M_Spoon.M_Spoon","49","18","1","1","0.000000","0","117"
"/Game/Materials/M_Seat_Structure.M_Seat_Structure","49","30","1","1","5.758281","0","257"
"/Game/Materials/M_Seat_Feet.M_Seat_Feet","49","30","1","1","0.000000","0","225"
"/Game/Materials/M_Seat_Bars.M_Seat_Bars","49","30","1","1","0.000000","0","286"
"/Game/Materials/M_Sconce_Rings.M_Sconce_Rings","49","30","1","1","0.000000","0","286"
